RockDoveHPG_Transcript_0,XP_015155598.1,395319,PCLO
RockDoveHPG_Transcript_29474,XP_015155598.1,395319,PCLO
RockDoveHPG_Transcript_29545,XP_015155598.1,395319,PCLO
NODE_31146_length_599_cov_2.74265,XP_015155598.1,395319,PCLO
RockDoveHPG_Transcript_47808,XP_015155598.1,395319,PCLO
RockDoveHPG_Transcript_39124,XP_015155598.1,395319,PCLO
RockDoveHPG_Transcript_16846,XP_015155598.1,395319,PCLO
RockDoveHPG_Transcript_1,XP_414345.3,416003,ASB14
RockDoveHPG_Transcript_2,XP_414345.3,416003,ASB14
RockDoveHPG_Transcript_3,XP_414345.3,416003,ASB14
RockDoveHPG_Transcript_139,XP_015148869.1,416004,DNAH12
RockDoveHPG_Transcript_146,XP_015148869.1,416004,DNAH12
RockDoveHPG_Transcript_166,XP_015148869.1,416004,DNAH12
RockDoveHPG_Transcript_79,XP_015148869.1,416004,DNAH12
RockDoveHPG_Transcript_47079,XP_015148869.1,416004,DNAH12
RockDoveHPG_Transcript_167,XP_015148869.1,416004,DNAH12
RockDoveHPG_Transcript_2300,XP_015148869.1,416004,DNAH12
RockDoveHPG_Transcript_4,XP_015148869.1,416004,DNAH12
RockDoveHPG_Transcript_42,XP_015148870.1,416004,DNAH12
RockDoveHPG_Transcript_68,XP_015148871.1,416004,DNAH12
RockDoveHPG_Transcript_60,XP_015148871.1,416004,DNAH12
RockDoveHPG_Transcript_13698,XP_003641622.2,424048,DNAH7
RockDoveHPG_Transcript_44834,XP_004945524.1,427004,DNAH3
RockDoveHPG_Transcript_20822,XP_004945524.1,427004,DNAH3
RockDoveHPG_Transcript_27836,XP_004945524.1,427004,DNAH3
RockDoveHPG_Transcript_4967,XP_015148334.1,415943,DNAH1
RockDoveHPG_Transcript_9326,XP_015130844.1,416818,DNAH10
RockDoveHPG_Transcript_30011,XP_015130844.1,416818,DNAH10
RockDoveHPG_Transcript_71898,XP_015130844.1,416818,DNAH10
RockDoveHPG_Transcript_58281,XP_015130844.1,416818,DNAH10
RockDoveHPG_Transcript_50053,XP_015130844.1,416818,DNAH10
RockDoveHPG_Transcript_68392,XP_015137890.1,428510,LOC428510
RockDoveHPG_Transcript_59823,XP_015137890.1,428510,LOC428510
RockDoveHPG_Transcript_47182,XP_015137890.1,428510,LOC428510
RockDoveHPG_Transcript_68835,XP_015137890.1,428510,LOC428510
RockDoveHPG_Transcript_46657,XP_015137890.1,428510,LOC428510
RockDoveHPG_Transcript_38268,XP_015137890.1,428510,LOC428510
RockDoveHPG_Transcript_24178,XP_015137890.1,428510,LOC428510
RockDoveHPG_Transcript_8863,XP_015137890.1,428510,LOC428510
RockDoveHPG_Transcript_4983,XP_015137890.1,428510,LOC428510
RockDoveHPG_Transcript_11482,XP_015137890.1,428510,LOC428510
RockDoveHPG_Transcript_10,XP_004940517.2,421884,DST
RockDoveHPG_Transcript_35,XP_004940517.2,421884,DST
RockDoveHPG_Transcript_36,XP_004940517.2,421884,DST
RockDoveHPG_Transcript_47073,XP_004940517.2,421884,DST
RockDoveHPG_Transcript_44069,XP_004940517.2,421884,DST
RockDoveHPG_Transcript_56288,XP_004940517.2,421884,DST
RockDoveHPG_Transcript_3421,XP_015153367.1,419671,MACF1
RockDoveHPG_Transcript_6138,XP_015153367.1,419671,MACF1
RockDoveHPG_Transcript_45224,XP_004940519.1,421884,DST
RockDoveHPG_Transcript_14258,XP_004940519.1,421884,DST
RockDoveHPG_Transcript_18908,XP_004940519.1,421884,DST
RockDoveHPG_Transcript_11,XP_015140360.1,421884,DST
RockDoveHPG_Transcript_41209,XP_015153387.1,419671,MACF1
RockDoveHPG_Transcript_50037,XP_015153385.1,419671,MACF1
RockDoveHPG_Transcript_100,XP_004941960.1,423439,SYNE3
RockDoveHPG_Transcript_99,XP_004941960.1,423439,SYNE3
RockDoveHPG_Transcript_101,XP_004941960.1,423439,SYNE3
RockDoveHPG_Transcript_999,XP_004935679.1,421634,AKAP12
RockDoveHPG_Transcript_10003,NP_001006482.1,423362,TMED10
RockDoveHPG_Transcript_65058,NP_001006482.1,423362,TMED10
RockDoveHPG_Transcript_10157,NP_001167017.1,415834,BANP
RockDoveHPG_Transcript_72746,NP_001167017.1,415834,BANP
RockDoveHPG_Transcript_32762,NP_001167017.1,415834,BANP
RockDoveHPG_Transcript_10004,NP_001167017.1,415834,BANP
RockDoveHPG_Transcript_10005,NP_001008678.1,418635,RAB9A
RockDoveHPG_Transcript_15216,XP_015152988.1,426250,SLC20A1
RockDoveHPG_Transcript_36451,XP_015152988.1,426250,SLC20A1
RockDoveHPG_Transcript_10009,XP_015137749.1,420922,CTNND2
RockDoveHPG_Transcript_9828,XP_015137749.1,420922,CTNND2
RockDoveHPG_Transcript_45753,XP_015137749.1,420922,CTNND2
RockDoveHPG_Transcript_81362,XP_015137749.1,420922,CTNND2
RockDoveHPG_Transcript_7030,XP_015137748.1,420922,CTNND2
NODE_286850_length_162_cov_1.23364,NP_001006529.1,424328,PKP4
RockDoveHPG_Transcript_15640,NP_001006529.1,424328,PKP4
RockDoveHPG_Transcript_1001,XP_004939332.1,420541,STEAP2
RockDoveHPG_Transcript_1002,XP_004939332.1,420541,STEAP2
RockDoveHPG_Transcript_1003,XP_004939332.1,420541,STEAP2
RockDoveHPG_Transcript_10010,NP_001264493.1,416578,COG7
RockDoveHPG_Transcript_43007,NP_001264493.1,416578,COG7
RockDoveHPG_Transcript_21480,NP_001264493.1,416578,COG7
RockDoveHPG_Transcript_13538,NP_001264493.1,416578,COG7
RockDoveHPG_Transcript_10011,NP_001161190.1,396451,PTGS2
RockDoveHPG_Transcript_12413,NP_001161190.1,396451,PTGS2
RockDoveHPG_Transcript_10012,NP_001161190.1,396451,PTGS2
RockDoveHPG_Transcript_10014,XP_015141020.1,422754,FIP1L1
RockDoveHPG_Transcript_10259,XP_015141020.1,422754,FIP1L1
RockDoveHPG_Transcript_6743,XP_015141020.1,422754,FIP1L1
RockDoveHPG_Transcript_62765,XP_015141020.1,422754,FIP1L1
RockDoveHPG_Transcript_69188,XP_015141020.1,422754,FIP1L1
RockDoveHPG_Transcript_12655,XP_015141020.1,422754,FIP1L1
RockDoveHPG_Transcript_12656,XP_015141020.1,422754,FIP1L1
RockDoveHPG_Transcript_25891,XP_004936083.1,422752,LNX1
RockDoveHPG_Transcript_10015,XP_004949582.1,427342,TOPORS
RockDoveHPG_Transcript_10016,XP_004941673.1,423208,DLL4
RockDoveHPG_Transcript_30841,XP_004941673.1,423208,DLL4
RockDoveHPG_Transcript_10017,XP_015131019.1,416887,WSCD2
RockDoveHPG_Transcript_10018,XP_015131019.1,416887,WSCD2
RockDoveHPG_Transcript_10019,NP_001074335.1,427651,RHOT2
RockDoveHPG_Transcript_10020,NP_001074335.1,427651,RHOT2
RockDoveHPG_Transcript_87789,NP_001074335.1,427651,RHOT2
RockDoveHPG_Transcript_2558,XP_015155661.1,420140,SIN3B
RockDoveHPG_Transcript_5746,XP_015155661.1,420140,SIN3B
RockDoveHPG_Transcript_56782,XP_015155661.1,420140,SIN3B
RockDoveHPG_Transcript_2557,XP_015155661.1,420140,SIN3B
RockDoveHPG_Transcript_10021,XP_015155661.1,420140,SIN3B
RockDoveHPG_Transcript_59297,NP_001280113.1,415307,SIN3A
RockDoveHPG_Transcript_4888,XP_004942454.1,423982,OSGEPL1
RockDoveHPG_Transcript_10023,XP_001234789.1,771514,HAUS3
RockDoveHPG_Transcript_10025,NP_001012613.3,424396,SCYL3
RockDoveHPG_Transcript_368,NP_001012613.3,424396,SCYL3
RockDoveHPG_Transcript_66829,NP_001012613.3,424396,SCYL3
RockDoveHPG_Transcript_7258,NP_001012613.3,424396,SCYL3
RockDoveHPG_Transcript_10027,XP_004938064.1,101750972,LOC101750972
RockDoveHPG_Transcript_77370,XP_004938064.1,101750972,LOC101750972
RockDoveHPG_Transcript_71884,XP_004938064.1,101750972,LOC101750972
RockDoveHPG_Transcript_8614,XP_015132762.1,407092,LOC407092
RockDoveHPG_Transcript_8834,XP_015132762.1,407092,LOC407092
RockDoveHPG_Transcript_8835,XP_015132762.1,407092,LOC407092
RockDoveHPG_Transcript_23549,XP_015132762.1,407092,LOC407092
RockDoveHPG_Transcript_391,XP_015132762.1,407092,LOC407092
RockDoveHPG_Transcript_56339,XP_015132762.1,407092,LOC407092
RockDoveHPG_Transcript_14330,XP_015132762.1,407092,LOC407092
RockDoveHPG_Transcript_72808,XP_015132762.1,407092,LOC407092
RockDoveHPG_Transcript_11838,XP_015132762.1,407092,LOC407092
RockDoveHPG_Transcript_10028,XP_015132762.1,407092,LOC407092
RockDoveHPG_Transcript_4141,XP_015132762.1,407092,LOC407092
RockDoveHPG_Transcript_11022,XP_015132762.1,407092,LOC407092
RockDoveHPG_Transcript_9651,XP_015154077.1,426147,UBAP2L
RockDoveHPG_Transcript_50953,XP_015154078.1,426147,UBAP2L
RockDoveHPG_Transcript_17186,XP_421311.4,423401,TTC8
RockDoveHPG_Transcript_21384,XP_421311.4,423401,TTC8
RockDoveHPG_Transcript_10030,XP_421311.4,423401,TTC8
RockDoveHPG_Transcript_36158,XP_421311.4,423401,TTC8
RockDoveHPG_Transcript_11392,XP_421311.4,423401,TTC8
RockDoveHPG_Transcript_10031,XP_001232518.1,769868,ZNF512
RockDoveHPG_Transcript_12782,XP_001231287.1,768471,NUDT12
RockDoveHPG_Transcript_13669,XP_001231287.1,768471,NUDT12
RockDoveHPG_Transcript_10034,XP_004937143.1,100858366,NOL6
RockDoveHPGParental_Transcript_5035,XP_004937143.1,100858366,NOL6
RockDoveHPG_Transcript_10035,XP_015151423.1,417478,TYW1
RockDoveHPG_Transcript_28166,XP_015151423.1,417478,TYW1
RockDoveHPG_Transcript_4367,XP_004939525.1,420714,TRAK1
RockDoveHPG_Transcript_4368,XP_004939525.1,420714,TRAK1
RockDoveHPG_Transcript_30466,XP_004939525.1,420714,TRAK1
RockDoveHPG_Transcript_67944,XP_004939525.1,420714,TRAK1
RockDoveHPG_Transcript_12688,XP_004939525.1,420714,TRAK1
RockDoveHPG_Transcript_10036,XP_004939525.1,420714,TRAK1
RockDoveHPG_Transcript_27335,XP_001232414.2,769188,FAM161A
RockDoveHPG_Transcript_10037,XP_001232414.2,769188,FAM161A
RockDoveHPG_Transcript_21607,NP_001025943.1,418246,CDPF1
RockDoveHPG_Transcript_49299,NP_001025943.1,418246,CDPF1
RockDoveHPG_Transcript_10040,XP_004947783.1,419597,TRNAU1AP
RockDoveHPG_Transcript_28027,XP_004947783.1,419597,TRNAU1AP
RockDoveHPG_Transcript_34522,XP_004947783.1,419597,TRNAU1AP
RockDoveHPG_Transcript_16849,XP_004947783.1,419597,TRNAU1AP
RockDoveHPG_Transcript_21248,XP_004947783.1,419597,TRNAU1AP
RockDoveHPG_Transcript_20457,XP_004947783.1,419597,TRNAU1AP
RockDoveHPG_Transcript_10042,XP_015138947.1,416708,ENTPD6
RockDoveHPG_Transcript_84315,XP_015138947.1,416708,ENTPD6
RockDoveHPG_Transcript_10041,XP_015138947.1,416708,ENTPD6
RockDoveHPG_Transcript_12585,XP_015138947.1,416708,ENTPD6
RockDoveHPG_Transcript_82252,XP_015138947.1,416708,ENTPD6
RockDoveHPG_Transcript_12584,XP_015138947.1,416708,ENTPD6
RockDoveHPG_Transcript_39446,XP_015138947.1,416708,ENTPD6
RockDoveHPG_Transcript_10043,NP_001026518.1,425789,CIRBP
RockDoveHPG_Transcript_9486,NP_001026518.1,425789,CIRBP
RockDoveHPG_Transcript_32965,NP_001026518.1,425789,CIRBP
RockDoveHPG_Transcript_84902,NP_001026518.1,425789,CIRBP
RockDoveHPG_Transcript_69148,NP_001026518.1,425789,CIRBP
RockDoveHPG_Transcript_4890,XP_015136037.1,431566,ADGRV1
RockDoveHPG_Transcript_72001,XP_015136037.1,431566,ADGRV1
RockDoveHPG_Transcript_59303,XP_015136037.1,431566,ADGRV1
RockDoveHPG_Transcript_74104,XP_015136037.1,431566,ADGRV1
RockDoveHPG_Transcript_79963,XP_015136037.1,431566,ADGRV1
RockDoveHPG_Transcript_58196,XP_015136037.1,431566,ADGRV1
RockDoveHPG_Transcript_62493,XP_015136037.1,431566,ADGRV1
RockDoveHPG_Transcript_10047,XP_015136037.1,431566,ADGRV1
RockDoveHPG_Transcript_36875,XP_015136037.1,431566,ADGRV1
RockDoveHPG_Transcript_41544,XP_015136037.1,431566,ADGRV1
RockDoveHPG_Transcript_10048,NP_001026571.1,426856,NARS
RockDoveHPG_Transcript_10299,NP_001026571.1,426856,NARS
RockDoveHPG_Transcript_87925,NP_001026571.1,426856,NARS
RockDoveHPG_Transcript_31786,NP_001026571.1,426856,NARS
RockDoveHPG_Transcript_10049,XP_015146941.1,431014,TNK2
RockDoveHPG_Transcript_19511,XP_015146941.1,431014,TNK2
RockDoveHPG_Transcript_14323,XP_416166.1,417925,IKBIP
RockDoveHPG_Transcript_14673,NP_001006414.1,421895,FBXO9
RockDoveHPG_Transcript_14409,NP_001006414.1,421895,FBXO9
RockDoveHPG_Transcript_10052,NP_001006414.1,421895,FBXO9
RockDoveHPG_Transcript_69532,NP_001006414.1,421895,FBXO9
RockDoveHPG_Transcript_25039,NP_001006414.1,421895,FBXO9
RockDoveHPG_Transcript_14674,NP_001006414.1,421895,FBXO9
RockDoveHPG_Transcript_10056,XP_015155868.1,426899,FAIM2
RockDoveHPG_Transcript_10055,XP_015155868.1,426899,FAIM2
RockDoveHPG_Transcript_19523,XP_015155868.1,426899,FAIM2
RockDoveHPG_Transcript_7736,XP_015155868.1,426899,FAIM2
RockDoveHPG_Transcript_2685,XP_004941016.1,422465,ZNF827
RockDoveHPG_Transcript_9993,XP_004941016.1,422465,ZNF827
RockDoveHPG_Transcript_11628,XP_004941016.1,422465,ZNF827
RockDoveHPG_Transcript_10057,XP_004941016.1,422465,ZNF827
RockDoveHPG_Transcript_5628,XP_004941016.1,422465,ZNF827
RockDoveHPG_Transcript_10058,NP_001026643.2,427717,SF3A1
RockDoveHPG_Transcript_10060,XP_003642428.2,417471,HSF5
RockDoveHPG_Transcript_10061,XP_015146148.1,424515,LRRC8C
RockDoveHPG_Transcript_2262,XP_015146148.1,424515,LRRC8C
RockDoveHPG_Transcript_4095,XP_015146148.1,424515,LRRC8C
RockDoveHPG_Transcript_3112,XP_003642331.1,417201,LRRC8A
RockDoveHPG_Transcript_10063,NP_001103908.1,771773,AVPR1A
RockDoveHPG_Transcript_21135,NP_001103908.1,771773,AVPR1A
RockDoveHPG_Transcript_10064,NP_001280102.1,422894,C4ORF48
RockDoveHPG_Transcript_77934,NP_001280102.1,422894,C4ORF48
RockDoveHPG_Transcript_9884,XP_004934748.1,418613,SCML2
RockDoveHPG_Transcript_76476,XP_004934748.1,418613,SCML2
NODE_91415_length_298_cov_1.26749,XP_004934748.1,418613,SCML2
RockDoveHPG_Transcript_10066,XP_015140460.1,421973,UBXN2A
RockDoveHPG_Transcript_1719,XP_015137982.1,425900,ANKRD12
RockDoveHPG_Transcript_25845,XP_015137982.1,425900,ANKRD12
RockDoveHPG_Transcript_10068,XP_015137982.1,425900,ANKRD12
RockDoveHPG_Transcript_39145,XP_015137982.1,425900,ANKRD12
RockDoveHPG_Transcript_1007,XP_015141493.1,422897,WHSC1
RockDoveHPG_Transcript_113,XP_015141493.1,422897,WHSC1
RockDoveHPG_Transcript_14541,XP_015141493.1,422897,WHSC1
RockDoveHPG_Transcript_639,XP_015141493.1,422897,WHSC1
RockDoveHPG_Transcript_433,XP_015141493.1,422897,WHSC1
RockDoveHPG_Transcript_1023,XP_015141493.1,422897,WHSC1
